,fact_check_url,news_url,title
100355,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-contact-tracing,What are the tools used for contact tracing?
100356,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-contact-tracing,What should be considered for data protection?
100357,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-and-nutrition,"Can I get COVID-19 from eating fresh foods, like fruits and vegetables?"
100358,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-and-nutrition,How should I wash fruits and vegetables in the time of COVID-19?
100359,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-and-nutrition,Can the virus that causes COVID-19 live on the surface of food packaging?
100360,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-and-nutrition,"Can the virus that causes COVID-19 be transmitted through the consumption of cooked foods, including animal products?"
100361,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-and-nutrition,Is it safe to go to grocery stores and other food markets?
100362,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-and-nutrition,Is it safe to have groceries delivered?
100363,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-and-nutrition,What is the best household disinfectant for surfaces?
100364,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-and-nutrition,What foods should be consumed to support the immune system?
100365,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-and-nutrition,Can micronutrient (vitamin and mineral) supplements prevent COVID-19 in healthy individuals or cure it in those with COVID-19 disease?
100366,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-and-nutrition,Are vitamin D supplements needed if individuals are not exposed to sunlight due to lockdowns?
100367,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-and-nutrition,Are there any herbal teas or herbal supplements that may help prevent or cure COVID-19?
100368,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-and-nutrition,Can probiotics help prevent COVID-19?
100369,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-and-nutrition,Can eating ginger help prevent COVID-19?
100370,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-and-nutrition,Can eating garlic help prevent COVID-19?
100371,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-and-nutrition,Can adding pepper to your soup or other meals help prevent or cure COVID-19?
100372,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-for-consumers,Can I get COVID-19 from food?
100373,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-for-consumers,"Can the virus live on the surface of foods (including fruits and vegetables, frozen foods, pre-packaged foods)?"
100374,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-for-consumers,"How to wash fruits and vegetables? Just with water, or something else?"
100375,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-for-consumers,Can the virus live on the surface of food packaging? How long? Is it necessary to disinfect?
100376,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-for-consumers,How long is it to cook food? To what temperature to kill the virus?
100377,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-for-consumers,What precautions should consumers take in grocery stores?
100378,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-for-consumers,Is food/grocery delivery safe?
100379,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-for-consumers,What is the best household disinfectant for surfaces?
100380,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-for-consumers,Is it still safe to go to food markets? Animal markets? Wet markets?
100381,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-home-care-for-families-and-caregivers,Can someone who has tested positive for COVID-19 be cared for at home?
100382,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-home-care-for-families-and-caregivers,What should be done to prevent other people in the house from becoming sick if a person with COVID-19 is being cared for at home?
100383,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-home-care-for-families-and-caregivers,How long should people with COVID-19 stay at home and in isolation?
100384,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-home-care-for-health-workers-and-administrators,When should a patient with COVID-19 be cared for at home?
100385,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-home-care-for-health-workers-and-administrators,What factors determine whether a COVID-19 patient can be cared for at home?
100386,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-home-care-for-health-workers-and-administrators,What additional factors should be taken into consideration when assessing the home setting to determine if it is safe for patients and families to remain at home?
100387,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-home-care-for-health-workers-and-administrators,What precautions should health workers take when providing care to patients in home settings?
100388,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-home-care-for-health-workers-and-administrators,Could pregnant women be cared for at home if they have COVID-19?
100389,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-home-care-for-health-workers-and-administrators,Can children be cared for at home if they have COVID-19?
100390,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-how-is-it-transmitted,How does COVID-19 spread between people?
100391,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-how-is-it-transmitted,When do infected people transmit the virus?
100392,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-how-is-it-transmitted,What is the difference between people who are asymptomatic or pre-symptomatic? Don’t they both mean someone without symptoms?
100393,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-how-is-it-transmitted,Are there certain settings where COVID-19 can spread more easily?
100394,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-how-is-it-transmitted,How can I reduce my risk of getting COVID-19?
100395,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-malaria-and-covid-19,How many malaria-affected countries have reported cases of COVID-19?
100396,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-malaria-and-covid-20,Should core malaria vector control interventions be maintained in view of the rapid global spread of COVID-19?
100397,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-malaria-and-covid-21,Should WHO-recommended preventive therapies be maintained in sub-Saharan Africa?
100398,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-malaria-and-covid-22,Are there any changes to WHO guidance with respect to malaria diagnosis and treatment?
100399,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-malaria-and-covid-23,What additional special measures may be needed in the context of COVID-19?
100400,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-malaria-and-covid-24,What are the key considerations for countries that are working to eliminate malaria or prevent re-establishment of transmission?
100401,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-malaria-and-covid-25,Why is WHO particularly concerned about the spread of COVID-19 in malaria-affected areas?
100402,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-malaria-and-covid-26,Have there been disruptions in the global supply of key malaria-related commodities as a result of the COVID-19 pandemic?
100403,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-malaria-and-covid-27,What is WHO’s position on the use of chloroquine and hydroxychloroquine in the context of the COVID-19 response?
100404,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-malaria-and-covid-28,What is WHO’s position on the use of Artemisia plant material for the prevention or treatment of malaria and/or COVID-19?
100405,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-malaria-and-covid-29,What is WHO doing to support malaria-affected countries in the context of COVID-19?
100406,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-small-public-gatherings,"I am ATTENDING a small gathering or an event such as a wedding, a party or sports tournament. What precautions should I take to protect myself and others from getting infected with COVID-19?"
100407,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-small-public-gatherings,"I am ORGANIZING a small gathering or an event such as a wedding, a party or sports tournament. What precautions should I take to prevent the spread of COVID-19 among guests?"
100408,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-staying-at-hotels-and-accommodation-establishments,What precautions should everyone take in a hotel or other accommodation establishment?
100409,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-staying-at-hotels-and-accommodation-establishments,Are pools and water areas safe to use?
100410,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-staying-at-hotels-and-accommodation-establishments,Are there precautions to take while eating in a restaurant?
100411,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-staying-at-hotels-and-accommodation-establishments,Is it safe to use fans or air conditioning in an accommodation?
100412,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-staying-at-hotels-and-accommodation-establishments,Can you get the virus from people who were in the room previous to you?
100413,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-staying-at-hotels-and-accommodation-establishments,What should travelers do if they get sick while at an accommodation facility?
100414,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-travel-advice-for-the-general-public,What precautions should I take during travel?
100415,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-travel-advice-for-the-general-public,Who should not travel?
100416,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-travel-advice-for-the-general-public,What is meant by “essential travel”?
100417,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-travel-advice-for-the-general-public,"If I feel well but am in the high-risk category, should I travel?"
100418,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-travel-advice-for-the-general-public,How can ventilation reduce the risk of contracting COVID-19 in airplanes?
100419,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-travel-advice-for-the-general-public,The travel company is asking me to wear a mask while traveling. Which kind of mask should I use?
100420,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-travel-advice-for-the-general-public,Should I get an immunity certificate before travelling?
100421,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-travel-advice-for-the-general-public,Could I be screened when I exit or arrive at my destination?
100422,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-travel-advice-for-the-general-public,Should I use a digital contact tracing app while traveling?
100423,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-travel-advice-for-the-general-public,Should I get a test before departure or upon arrival?
100424,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-travel-advice-for-the-general-public,What happens if I have symptoms when arriving at my destination?
100425,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-travel-advice-for-the-general-public,What should I do after arriving at my destination?
100426,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-travel-advice-for-the-general-public,What should I do if I get sick while traveling?
100427,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-ventilation-and-air-conditioning,What is ventilation?
100428,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-ventilation-and-air-conditioning,What is WHO doing to address ventilation in the context of COVID-19?
100429,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-ventilation-and-air-conditioning,Can I use air conditioning in the context of COVID-19?
100430,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-ventilation-and-air-conditioning,Can fans be used safely in indoor spaces?
100431,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-ventilation-and-air-conditioning,How can ventilation reduce the risk of contracting COVID-19 in airplanes?
100432,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-ventilation-and-air-conditioning-in-health-facilities,What is WHO doing to address ventilation in the context of COVID-19?
100433,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-ventilation-and-air-conditioning-in-health-facilities,What are the recommended air ventilation requirements for health facilities?
100434,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-ventilation-and-air-conditioning-in-health-facilities,Can the use of air conditioning increase the risk of SARS-CoV-2 transmission in health facilities?
100435,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-ventilation-and-air-conditioning-in-health-facilities,Can fans be used in health facilities?
100436,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-ventilation-and-air-conditioning-in-health-facilities,What medical procedures are considered aerosol generating in health facilities?
100437,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-ventilation-and-air-conditioning-in-public-spaces-and-buildings,What is ventilation?
100438,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-ventilation-and-air-conditioning-in-public-spaces-and-buildings,What is WHO doing to address ventilation in the context of COVID-19?
100439,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-ventilation-and-air-conditioning-in-public-spaces-and-buildings,What steps can be undertaken to improve the ventilation in indoor public spaces and buildings?
100440,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-ventilation-and-air-conditioning-in-public-spaces-and-buildings,"Are there any recommendations for offices, schools and the accommodation sector regarding ventilation and air conditioning use?"
100441,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-working-in-hotels,What can staff do to stay safe while working at a hotel or other accommodation establishment?
100442,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-working-in-hotels,Should staff wear a mask while working?
100443,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-working-in-hotels,What should staff do if a guest becomes sick at an accommodation establishment?
100444,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-working-in-hotels,What should staff do if they have symptoms?
100445,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,Thermal scanners CANNOT detect COVID-19
100446,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,Drinking alcohol does not protect you against COVID-19 and can be dangerous
100447,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,Most people who get COVID-19 recover from it
100448,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,"The prolonged use of medical masks* when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency"
100449,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,"The coronavirus disease (COVID-19) is caused by a virus, NOT by bacteria"
100450,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,The likelihood of shoes spreading COVID-19 is very low
100451,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,People should NOT wear masks while exercising 
100452,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,Studies show hydroxychloroquine does not have clinical benefits in treating COVID-19 
100453,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,Vitamin and mineral supplements cannot cure COVID-19
