,type,fact_check_url,news_url,title,newstitle,content,abstract,publish_date,meta_keywords
2668,article,healthline.com,https://www.healthline.com/health-news/fast-isnt-always-better-experts-worry-about-rise-of-rapid-covid-19-testing,Fast Isn’t Always Better: What to Know About Rise of Rapid Coronavirus Testing,"""Here’s Why We Can’t Rely on Rapid Coronavirus Testing""",county testing sites like this one in california have relied on mainly on gold standard covid-19 tests not rapid tests. getty images people are increasingly using rapid coronavirus tests to screen for virus before attending event. rapid antigen tests for new coronavirus are less accurate than gold standard polymerase chain reaction pcr test but antigen tests are cheaper and faster to run. experts say rise in rapid testing may give people false sense of security. ,rapid coronavirus testing is nt most accurate way to detect virus .. ,,"""covid-19, coronavirus, viral infection"""
2669,article,healthline.com,https://www.healthline.com/health-news/cdc-changes-covid-19-testing-guidelines-worrying-experts,"CDC Changes COVID-19 Testing Guidelines, Worrying Experts","""CDC Changes COVID-19 Testing Guidelines, Worrying Experts""",cdc now says many people exposed to covid-19 do not need to get tested. health experts say they are concerned because disease can be transmitted via asymptomatic people. only at risk individuals who ve been within 6 feet of someone with covid-19 for at least 15 minutes should move forward with test cdc suggests. all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronavirus hub and follow our l. ,centers for disease control and prevention cdc is now advising that most people who ve been exposed to covid-19 but do nt have symptoms may not need to be tested .. ,,"""COVID-19, coronavirus, viral infection"""
2670,article,healthline.com,https://www.healthline.com/health-news/what-to-do-when-you-clash-with-your-kids-grandparents-about-covid19,What to Do When You Clash with Your Kid’s Grandparents About COVID-19,"""What to Do When You Clash with Kid’s Grandparents About COVID-19""",experts say its common for family members to have differing opinions about how best to protect kids from covid-19 pandemic but its best to clearly state your boundaries and stick to them. getty images as parents work to protect their families from covid-19 they may find grandparents unwilling to adhere to boundaries being set. 15 percent of people have unfriended family members on social media due to covid-19 disagreements. parents need to know they ca nt control their children. ,experts say it 's common for family members to have differing opinions about how best to protect kids from covid-19 pandemic but it 's best to clearly state your boundaries and stick to them .. ,,"""covid 19, coronavirus, can children spread coronavirus, visiting grandparents during covid 19"""
2671,article,healthline.com,https://www.healthline.com/health-news/how-to-safely-sanitize-every-type-of-face-mask,How to Safely Sanitize Every Type of Face Mask,"""How to Safely Sanitize Every Type of Face Mask""",medical experts recommend that cloth face masks be washed after each use. getty images experts say face masks help prevent spread of covid-19 by providing barrier to catch virus containing respiratory droplets. however contaminated mask might also potentially spread disease. its recommended that masks be cleaned after each use. masks that ca nt be cleaned should ideally be discarded after use. all data and statistics are based on publicly available data at time of publi. ,these are types of common face masks experts say can be easily disinfected at home for reuse and how to do it safely .. ,,"""face mask, covid 19, coronavirus, how to clean face mask, clean n95 mask, disinfect face mask"""
2672,article,healthline.com,https://www.healthline.com/health-news/suicidal-ideation-is-increasing-during-covid-19-how-best-to-cope,Suicidal Ideation Is Increasing During COVID-19: How Best to Cope,"""Suicidal Ideation Is Increasing During COVID-19: How Best to Cope""",experts recommend people who are struggling with mental health issues try to avoid becoming isolated and look for uplifting moments in their week. getty images experts say mental health issues and suicidal ideation are rising as covid-19 pandemic continues. they say mental strain of pandemic is particularly difficult for people in marginalized groups. they note men and people who live in rural areas are particularly vulnerable to suicidal ideation. experts recommend people av. ,experts recommend people who are struggling with mental health issues during covid-19 try to avoid becoming socially isolated and look for uplifting moments in their week .. ,,"""suicide ideation thoughts mental health issues covid19 coronavirus"""
2673,article,healthline.com,https://www.healthline.com/health-news/families-of-people-who-died-from-covid-19-talk-about-their-anguish,‘Secondary Victims’: Families of People Who Died from COVID-19 Talk About Their Anguish,"""Families of People Who Died from COVID-19 Talk About Their Anguish""",family members say one of hardest parts of their anguish is that they were nt able to be with their loved ones when they died from covid-19. getty images all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for most recent information on covid-19 outbreak. more than 5.5 million people in united states have tested positive for covid-19. more than 170. ,family members say one of hardest parts of their anguish is that they were n't able to be with their loved ones when they died from covid-19 .. ,,"""COVID19 coronavirus anguish families survivors, family anguish sorrow loved ones COVID19 coronavirus died deaths"""
2674,article,healthline.com,https://www.healthline.com/health-news/covid-19-survivors-are-losing-their-hair-heres-why,COVID-19 Survivors Are Losing Their Hair — Here’s Why,"""COVID-19 Survivors Are Losing Their Hair — Here’s Why""",doctors believe that physical and emotional stress that accompanies case of covid-19 may lead to reversible hair loss condition called telogen effluvium. getty images dozens of people have posted about hair loss after they recovered from covid-19 but still had lingering effects of disease. doctors believe that physical and emotional stress that accompanies case of covid-19 may lead to reversible hair loss condition called telogen effluvium. condition is known to occ. ,doctors believe that physical and emotional stress that accompanies case of covid-19 may lead to reversible hair loss condition called telogen effluvium .. ,,"""COVID-19, coronavirus, hairloss,"""
2675,article,healthline.com,https://www.healthline.com/health-news/why-shrinking-your-social-bubble-may-be-necessary-right-now,Why Shrinking Your Social Bubble May Be Necessary Right Now,"""Why Shrinking Your Social Bubble May Be Necessary Right Now""",nevertheless making adjustments or shrinking your social bubble may be necessary at different times during pandemic to further minimize risk to you and those in your group. he added social isolation for prolonged period of time is nt without its own risks. with no end to pandemic in sight it is important to learn how to live with covid-19 rather than waiting for it to be over. generally speaking i think its certainly good time to be mindful about who you are hangin. ,if you re one of many people who ve joined social bubble or pod during pandemic you may want to reconsider number of people you re interacting with as new surges occur .. ,,"""covid 19, coronavirus, social pod, social bubble, physical distance"""
2676,article,healthline.com,https://www.healthline.com/health-news/what-you-need-to-know-if-you-plan-to-fly-on-an-airplane-during-covid-19,What You Need to Know If You Plan to Fly on an Airplane During COVID-19,"""What You Need to Know If You Fly on an Airplane During COVID-19""",experts say its important to research safety protocols of airlines as well as wearing mask and maintaining physical distancing on plane and in terminal. getty images experts say there is some risk to flying on airplane during covid-19 pandemic. how high risk is depends on factors such as ventilation inside plane as well as if airline fills middle seats. they say passengers should practice mask wearing and physically distancing not only on plane but. ,experts say its important to research safety protocols of airlines as well as wearing mask and maintaining physical distancing on plane and in terminal .. ,,"""COVID19 coronavirus pandemic safety flying on airplane, how to safely fly on an airplane"""
2677,article,healthline.com,https://www.healthline.com/health-news/peaches-suspected-in-salmonella-outbreak-in-9-states,Peaches Suspected in Salmonella Outbreak in 9 States: What to Know,"""Peaches Suspected in Salmonella Outbreak in 9 States: What to Know""",fda states that wawona brand peaches should be discarded and not be sold served or eaten. getty images bagged peaches produced by brand wawona and sold at select aldi stores may be linked to new salmonella outbreak that s sickened 68 people across nine states. food and drug administration fda is advising people not to sell serve or eat peaches. experts say most salmonella infections clear up in week or so. however if symptoms are severe or last longer than week. ,fda states that wawona brand peaches should be discarded and not be sold served or eaten. surfaces that peaches have touched should also be sanitized. ,,"""peaches salmonella outbreak"""
2678,article,healthline.com,https://www.healthline.com/health-news/is-it-too-early-to-get-the-flu-vaccine,Is It Too Early to Get the Flu Vaccine?,"""Is It Too Early to Get Your Flu Shot?""",if you want to get flu shot experts advise making appointment in september. getty images cdc says getting flu vaccine in august is nt advised because it may not be as effective during worst of flu season. body needs about 2 weeks after receiving shot to create antibodies that can protect against influenza. experts are advising people to get flu shot so that they are at less risk of getting both covid-19 and flu this winter. pharmacies are stocking up on. ,recent guidance from cdc says getting vaccinated before september is too early especially for older folks because it may reduce protection later on during flu season .. ,,"""covid-19, coronavirus, viral infection, viral pandemic"""
2679,article,healthline.com,https://www.healthline.com/health-news/heres-why-seasonal-flu-vaccines-only-last-a-few-months,Here’s Why Seasonal Flu Vaccines Only Last a Few Months,"""Here’s Why Seasonal Flu Vaccines Only Last a Few Months""",getting flu shot this fall is vital in fighting seasonal influenza and helping to avoid twindemic of flu and covid-19 this winter. getty images with covid-19 pandemic already straining healthcare centers this year its more important than ever to get your annual flu shot. flu virus changes yearly as multiple strains spread throughout community and virus adapts itself for survival. it takes between 3 and 4 weeks for someone to develop immunity against predicted st. ,flu viruses change enough every year that previous years vaccine no longer confers immunity. they add that antibody response against influenza can naturally fade after year which is another reason its important to be vaccinated before flu season begins. ,,"""flu, influenza, covid19"""
2680,article,healthline.com,https://www.healthline.com/health-news/woman-who-spoke-at-dnc-convention-talks-about-mission-after-fathers-covid19-death,Woman Who Spoke at DNC Convention Talks to Healthline About Her Father’s COVID-19 Death,"""Woman Who Spoke at DNC Convention Talks About Her COVID-19 Mission""",all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for most recent information on covid-19 outbreak. its been 6 weeks since kristin urquiza lost her father mark to covid-19. like hundreds of thousands of others who have lost loved one to covid-19 she s grieving his loss. but she s also turning to activism to deal with her pain. on monday she was. ,kristin urquiza started organization marked by covid after her fathers death in late june from illness .. ,,"""kristin urquiza arizona woman democratic convention, arizona woman father died covid trump"""
2681,article,healthline.com,https://www.healthline.com/health-news/new-covid19-saliva-tests-now-available-are-they-a-breakthrough,New COVID-19 Saliva Tests Now Available: Are They the Breakthrough We Need?,"""New COVID-19 Saliva Tests Now Available: Are They a Breakthrough?""",new saliva covid-19 test can be used instead of current mouth and throat swabs. getty images new saliva based test for covid-19 has been given go ahead by food and drug administration and is available in some places. manufacturers of test say results can be produced in matter of hours. experts say this could encourage more people to get tested as well as allow treatment to begin sooner on people who test positive. they add that negative test results allow peop. ,new tests can produce results in matter of hours allowing people to get treatment sooner if they test positive or return to work if they test negative .. ,,"""new COVID19 coronavirus test saliva quicker easier NBA"""
2682,article,healthline.com,https://www.healthline.com/health-news/covid-19-symptoms-usually-show-up-in-this-order,COVID-19 Symptoms Usually Show Up in This Order,"""COVID-19 Symptoms Usually Show Up in This Order""",emt helps person with symptoms of covid-19. getty images research from university of southern california was able to determine that covid-19 symptoms often start in certain order. according to study while influenza typically begins with cough first symptom of covid-19 is fever. however physicians working with patients with covid-19 said in their experience symptoms are nt as predictable. all data and statistics are based on publicly available data at tim. ,researchers analyzed data from over 50.000 patients with covid-19 and compared their symptoms with previous records from people who had flu to find that covid-19 symptoms occur in particular order .. ,,"""flu, covid-19, coronavirus, viral infection,"""
2683,article,healthline.com,https://www.healthline.com/health-news/how-a-housing-crisis-could-make-covid-19-even-worse,How a Housing Crisis Could Make COVID-19 Even Worse,"""How a Housing Crisis Could Make COVID-19 Even Worse""",aspen institute estimates that 30 million to 40 million people in country may be at risk for eviction in coming months. looming eviction crisis is also public health crisis due to negative consequences that housing insecurity has on mental and physical health. crowded conditions in homeless shelters and people moving in with other family members could also further spread of covid-19. all data and statistics are based on publicly available data at time of pub. ,crowded conditions in shelters and other shared residences facilitate spread of infectious diseases including covid-19 .. ,,"""covid-19, coronavirus, viral infection, housing"""
2684,article,healthline.com,https://www.healthline.com/health-news/coronavirus-transmitted-by-frozen-foods-unlikely,"Can the New Coronavirus Be Transmitted by Frozen Foods? Unlikely, Experts Say","""Can Coronavirus Be Transmitted by Frozen Foods? Unlikely, Experts Say""",experts say its unlikely that novel coronavirus can be transmitted by frozen foods. they say viruses need to be inside host to survive so they do nt live long outside body especially in sunlight or cold temperatures. they advise people still worried about transmission to wash food before putting it in refrigerator. all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronavirus hub and foll. ,experts say viruses need host to survive so they do nt live long in cold temperatures or in sunlight .. ,,"""covid19 coronavirus frozen foods transmission contamination chicken wings china new zealand"""
2685,article,healthline.com,https://www.healthline.com/health-news/how-a-biden-harris-administration-would-handle-the-covid-19-pandemic-differently,How a Biden-Harris Administration Would Handle the COVID-19 Pandemic Differently,"""How a Biden-Harris Administration Would Handle the COVID-19 Pandemic""",detailed plan by biden presidential campaign to fight covid-19 pandemic relies on science agency cooperation and increased funding. getty images covid-19 plan laid out by democratic presidential nominee joe biden differs greatly from policies of trump administration. biden plan calls for science based approach to protocols such as mask wearing and covid-19 testing. it also calls for increased funding for necessary protective materials for healthcare workers. ,detailed plan by biden presidential campaign to fight covid-19 relies on science agency cooperation and increased funding to battle pandemic. ,,"""biden harris statements plan covid19 coronavirus pandemic, biden harris covid19 national face mask mandate"""
2686,article,healthline.com,https://www.healthline.com/health-news/a-psychologist-talks-to-healthline-about-mental-strain-of-covid-19,Psychologist Talks to Healthline About Mental Strain of COVID-19,"""Psychologist Talks to About Mental Strain of COVID-19""",dr. timothy legg talked about how covid-19 pandemic has taken toll on many peoples mental health. photo via dr. timothy legg dr. timothy legg licensed psychologist and psychiatric mental health nurse spoke at healthline town hall about how pandemic affects mental health. legg says his patients are worried about what might happen if they lose their jobs and those with partners are experiencing relationship dissatisfaction due to being stuck together at home. if shelter in. ,dr. timothy legg spoke at healthline town hall today on covid-19 pandemic. town hall also featured dr. anthony fauci director of national institute of allergy and infectious diseases. ,,"""COVID-19, coronavirus, viral infection, mental health,"""
2687,article,healthline.com,https://www.healthline.com/health-news/dr-anthony-fauci-talks-to-healthline-about-covid-19-vaccines-school-safety,"Dr. Anthony Fauci Talks to Healthline About COVID-19 Vaccines, School Safety","""Dr. Anthony Fauci Talks to About COVID-19 Vaccines""",dr. anthony fauci continues to be cautiously optimistic that united states will know if there s effective safe vaccine around end of 2020 or start of 2021. multiple vaccine candidates are now being evaluated in phase iii trials to ensure they re safe and effective. fauci also touched on major challenges in fight against covid-19 pointing out that contact tracing in united states is still not where it needs to be. all data and statistics are based on publicly avail. ,in live town hall hosted by healthline on tuesday dr. anthony fauci discussed current state of pandemic and what to expect in months to come. alongside other health experts fauci explored contact tracing reopening schools collaboration with other countries and treatments and vaccines. ,,"""covid-19, coronavirus, dr. anthony fauci"""
2688,article,healthline.com,https://www.healthline.com/health-news/cooking-at-home-more-during-covid-19-what-to-know-about-food-safety,Cooking at Home More During COVID-19? What to Know About Food Safety,"""Cooking at Home More During COVID-19? What to Know About Food Safety""",novice cooks who are experimenting making more complex meals at home during pandemic may not be aware of how to prep food safely to avoid foodborne illnesses. getty images as many people continue to adhere to shelter in place recommendations during covid-19 pandemic more people are experimenting with cooking meals at home. novice cooks may not be aware that foodborne illnesses are serious concern especially when it comes to preparing meat based dishes. many of illnesses cau. ,if you 're experimenting making more complex meals at home during pandemic there are some simple tips you should follow to lower your risk foodborne illnesses .. ,,"""foodborne illness, covid 19, coronavirus, shelter in place, cooking at home, food safety, cross contamination, norovirus, salmonella, clostridium perfringens, campylobacter, staphylococcus aureus"""
2689,article,healthline.com,https://www.healthline.com/health-news/can-secondhand-smoke-transmit-the-novel-coronavirus,Can Secondhand Smoke Transmit the Novel Coronavirus?,"""Can Secondhand Smoke Transmit the Novel Coronavirus?""",all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for most recent information on covid-19 outbreak. experts say secondhand smoke from cigarettes as well as e cigarettes can transmit novel coronavirus farther than usual. they add that people are nt wearing masks while they re smoking or vaping. they also note that smokers and vapers have higher. ,experts say droplets containing novel coronavirus that causes covid-19 can travel farther in cigarette smoke as well as e cigarette vapor .. ,,"""covid-19 coronavirus transmitted secondhand smoke cigarettes e-cigarettes"""
2690,article,healthline.com,https://www.healthline.com/health-news/nyc-covid-19-deaths-during-peak-rivaled-1918-flu-fatalities,NYC COVID-19 Deaths During Peak Rivaled 1918 Flu Fatalities,"""NYC COVID-19 Death Rate During Peak Rivaled 1918 Flu Fatality Rate""",all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for most recent information on covid-19 outbreak. new study found that death rate covid-19 in nyc at its peak was about 70 percent of 1918 flu pandemic. this is despite century of medical breakthroughs. h1n1 influenza pandemic also known as spanish flu lasted from february 1918. ,number of deaths in new york city during first two months of covid-19 outbreak was about 70 percent to peak of 1918 h1n1 influenza outbreak in city according to newly published study .. ,,"""COVID-19, influenza, coronavirus"""
2691,article,healthline.com,https://www.healthline.com/health-news/covid-19-racing-through-nursing-homes-what-families-can-do,COVID-19 Racing Through Nursing Homes: What Families Can Do,"""COVID-19 Racing Through Nursing Homes: What Families Can Do""",experts say nursing facilities are nt well equipped to handle pandemic such as covid-19. they recommend that family members with loved ones in nursing home communicate with as many employees there as possible. they also recommend having regular facetime sessions with loved ones as well as bringing them reading material. all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronavirus hub and follow our. ,experts say nursing facilities are nt really set up to deal with pandemic such as covid-19 .. ,,"""COVID19 coronavirus nursing homes cases death what families can do"""
2692,article,healthline.com,https://www.healthline.com/health-news/neck-gaiters-effectiveness-against-covid19-spread,"Neck Gaiters Are Stylish, But How Effective Are They in Stopping COVID-19 Spread?","""How Effective Are Neck Gaiters in Stopping COVID-19 Spread?""",experts say how neck gaiter is made and what material is used determines how effective face coverings are against novel coronavirus. getty images all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for most recent information on covid-19 outbreak. researchers say certain types of neck gaiter face coverings are nt effective in stopping novel. ,experts say how neck gaiter is made and what material is used determines how effective face coverings are against novel coronavirus .. ,,"""covid19 coronavirus facial coverings neck gaiters effective spread disease"""
2693,article,healthline.com,https://www.healthline.com/health-news/pregnancy-plans-delayed-during-the-covid19-pandemic,Pregnancy Plans Being Put on Hold During the COVID-19 Pandemic,"""Pregnancy Plans Being Put on Hold During the COVID-19 Pandemic""",experts say couples have both logistical and financial concerns about getting pregnant during stressful time such as pandemic. getty images new survey indicates that more than 30 percent of couples who were considering pregnancy this year are delaying those plans due to covid-19 pandemic. experts say reasons range from logistical concerns such as hospital visits to financial issues such as possibility of losing job or health insurance. they say women who still plan t. ,experts say couples have both logistical and financial concerns about getting pregnant during stressful time such as pandemic .. ,,"""COVID19 coronavirus pandemic pregnancy plans delayed postponed, COVID19 coronavirus IVF fertilization, COVID19 coronavirus pandemic adoptions"""
2694,article,healthline.com,https://www.healthline.com/health-news/raising-a-newborn-when-your-office-is-an-er,Raising a Newborn When Your Office Is an ER,"""Giving Birth and Raising a Newborn When Your Office Is an ER""",dr. rajiv bahl talks about having newborn at home when working on covid-19 front lines. dr. rajiv bahl and his wife lauren bahl work in healthcare. they welcomed their son sanjay in april. image via rajiv bahl all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for most recent information on covid-19 outbreak. when my wife lauren and i found out. ,er physician dr. rajiv bahl talks about raising newborn when both parents work on covid-19 front lines. ,,"""covid-19, coronavirus, viral infections, new parents, newborn, pregnancy"""
2695,article,healthline.com,https://www.healthline.com/health-news/people-caring-for-grandchildren-face-high-risks-during-covid-19-pandemic,People Caring for Grandchildren Face High Risks During COVID-19 Pandemic,"""Americans Caring for Their Grandchildren Face Risks During Pandemic""",adults caring for grandchildren can face difficult choices amid covid-19 pandemic. getty images older adults caring for grandchildren may face high risks during covid-19 pandemic. more than 2.7 million grandparents in united states are raising their grandchildren. these families may face difficult choices about whether or not its safe to send children to school or daycare. all data and statistics are based on publicly available data at time of publication. some information. ,during covid-19 pandemic grandparents raising grandchildren can face unique challenges. deciding whether to send child to school or daycare can be more fraught as caregivers face higher risks from covid-19. ,,"""COVID-19, coronavirus, grandparents raising grandchildren"""
2696,article,healthline.com,https://www.healthline.com/health-news/a-physician-on-the-front-lines-talks-about-treating-patients-and-getting-covid-19,A Physician on the Front Lines Talks About Treating Patients and Getting COVID-19,"""A Physician on the Front Lines Talks About Getting COVID-19""",all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for most recent information on covid-19 outbreak. for months dr. raj dasgupta has been treating patients as pulmonary critical care physician at keck medicine of university of southern california in los angeles. in july dasgupta went from being physician to patient as he contracted new co. ,for months dr. raj dasgupta has been treating patients as pulmonary critical care physician at keck medicine of university of southern california in los angeles. in july dasgupta went from being physician to patient as he contracted new coronavirus. ,,"""covid-19, coronavirus, viral infection"""
2697,article,healthline.com,https://www.healthline.com/health-news/covid19-tracker-assesses-risk-public-gatherings,What’s the Risk of Attending a Public Gathering in Your County? New COVID-19 Tracker Can Help,"""New COVID-19 Tracker Assesses Risk of Public Gatherings""",covid-19 event risk assessment planning tool produces risk estimates based on size of gathering and what county its located in. getty images new tracking tool can estimate risk that someone at public gathering has contracted new coronavirus. covid-19 tracker produces information based on size of gathering and what county its in. experts note tracker is only as good as data that health institutions provide. they also say there s always risk s. ,covid-19 event risk assessment planning tool produces risk estimates based on size of gathering and what county its located in. ,,"""covid19 coronavirus tracker risk odds a person at a gathering infected"""
