,type,fact_check_url,news_url,title,newstitle,content,abstract,publish_date,meta_keywords
1565,article,healthline.com,https://www.healthline.com/health-news/learn-to-spot-fake-health-news-with-these-5-tips,Learn to Spot Fake Health News with These 5 Tips,"""Learn to Spot Fake Health News with These 5 Tips""",the outbreak of misinformation is creating an infodemic that s eroding trust in the healthcare system. getty images after receiving wide criticism for failing to clamp down on fake news during the 2016 u.s. presidential election facebook decided to take action. it collaborated with the nonprofit first draft to create a tip sheet on spotting false news. people are more likely to believe the information they read if it appeals to their emotions. being critical of social media posts that c. ,so how can people discern fact from fiction online. a new study finds that a relatively small fact check sheet can help people detect fake headlines. ,,"""COVID-19, coronavirus, fake news, headlines,"""
1566,article,healthline.com,https://www.healthline.com/health-news/people-of-color-face-heightened-risks-as-covid-19-surges-again,People of Color Face Heightened Risks as COVID-19 Surges Again,"""People of Color Face Heightened Risks as COVID-19 Surges Again""",experts are learning how people of color are more at risk for covid-19. getty images at least 27 states are reporting an increase in confirmed covid-19 cases as businesses and public facilities reopen. as cases surge in multiple states people of color and particularly black americans may be at heightened risk. health experts have said were still in the first wave of covid-19 and may be reaching a second peak. all data and statistics are based on publicly available data at the time of pub. ,as cases rise people of color including black and hispanic americans especially those working in essential jobs or unable to work from home will be at increased risk for severe cases of covid-19 .. ,,"""COVID-19, coronavirus, health disparities, novel coronavirus"""
1567,article,healthline.com,https://www.healthline.com/health-news/flu-allergies-coronavirus-different-symptoms,"Not Sure You Have COVID-19? Here Are the Symptoms for Coronavirus, Flu, and Allergies","""Different Symptoms for Coronavirus, Flu, and Allergies""",fatigue and body aches are symptoms of both the flu and the novel coronavirus but the flu usually does nt cause shortness of breath. getty images experts note that the novel coronavirus the flu and allergies have different symptoms. the main symptoms of the novel coronavirus are fever tiredness cough and shortness of breath. allergies have more chronic symptoms and include sneezing wheezing and coughing. the flu has symptoms similar to the novel coronavirus such as fever and bod. ,fatigue and body aches are symptoms of both the flu and the new coronavirus but the flu usually does nt cause shortness of breath .. ,,"""flu symptoms allergy symptoms coronavirus symptoms, what are differences between coronavirus flu allergy symptoms"""
1568,article,healthline.com,https://www.healthline.com/health-news/fda-says-avoid-9-hand-sanitizers-that-contain-toxic-methanol,FDA Says You Should Avoid These 9 Hand Sanitizers That Contain Toxic Methanol,"""FDA Says Avoid These 9 Hand Sanitizers That Contain Toxic Methanol""",the food and drug administration has now issued warnings about 75 hand sanitizer products. officials say the products contain high levels of toxic methanol which can cause blindness and even death if ingested. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. the food and drug administration fda. ,the food and drug administration now lists 75 hand sanitizer products that the agency says are tainted with methanol. experts say you should contact your healthcare provider if you have used any of them. ,,"""fda warning hand sanitizer products toxic methanol, hand sanitizers mexico fda warning toxic methanol"""
1569,article,healthline.com,https://www.healthline.com/health-news/why-are-covid-19-cases-hospitalizations-spiking-in-california,"Why COVID-19 Cases, Hospitalizations Are Spiking in California","""Why Are COVID-19 Cases, Hospitalizations Spiking in California?""",experts say the spike in hospitalizations and covid-19 cases in california is nt likely to recede any time this summer. getty images experts say increased testing is only a partial explanation for the surge this week in covid-19 cases and hospitalizations in california. they say the reopening of businesses and the lax enforcement of restrictions such as face mask wearing are major factors. they also note that the new coronavirus is spreading in multifamily dwellings especially in southern. ,experts say the surge in hospitalizations and covid-19 cases in callfornia is n't likely to recede any time this summer. ,,"""California COVID19 coronavirus spike cases hospitalizations"""
1570,article,healthline.com,https://www.healthline.com/health-news/more-young-people-are-getting-covid-19-what-that-means-for-the-outbreak,More Young People Are Getting COVID-19: What That Means for the Outbreak,"""More Young People Are Getting COVID-19: What That Means""",the covid-19 outbreak is continuing across the u.s. getty images young adults are accounting for a large share of new cases of covid-19. although younger adults are less likely than older adults to develop severe infections some of them do develop serious and even life threatening symptoms and complications. experts say that young people may also spread the disease to older relatives. all data and statistics are based on publicly available data at the time of publication. some information. ,reported rates of covid-19 are dropping in some parts of the country but in many southern and western states the new coronavirus that causes the disease is rapidly spreading. young people are now driving increasing infections. ,,"""coronavirus, covid-19, novel coronavirus, viral infection"""
1571,article,healthline.com,https://www.healthline.com/health-news/no-face-masks-cant-cause-co2-poisoning,"No, Face Masks Can’t Cause CO2 Poisoning","""No, Face Masks Can’t Cause CO2 Poisoning""",face masks are safe and an easy way to protect yourself from covid-19. getty images the has advised using face masks to reduce risk of infection with the new coronavirus particularly in settings where social or physical distancing is difficult to maintain. some people have been worried that they can cause carbon dioxide co2 poisoning but experts say that s not possible. experts say that masks even the n95 type used by medical professionals pose no risk to healthy people. however t. ,experts say that masks even the n95 type used by medical professionals pose no risk to healthy people. however the cdc advises that we should use cloth masks to reserve enough n95s for healthcare workers. ,,"""COVID-19, CO2, coronavirus, novel coronavirus, viral infection,"""
1572,article,healthline.com,https://www.healthline.com/health-news/people-more-likely-to-keep-their-distance-if-youre-wearing-a-mask,People More Likely to Keep Their Distance If You’re Wearing a Mask,"""People More Likely to Keep Their Distance If You’re Wearing a Mask""",another reason to wear a mask in public people are more likely to maintain their distance when they see you have one on. getty images wearing a mask can help prevent the spread of covid-19 by catching the tiny droplets that are released when we speak cough or sneeze. new research indicates that wearing a mask may also encourage people to physically distance themselves. unfortunately many americans object to wearing masks. experts say its important to educate ourselves about the fact. ,wearing a mask not only helps stop the spread of covid-19 by catching the tiny droplets that are released when we speak cough or sneeze masks also serve as visual reminders causing others to maintain physical distance .. ,,"""face masks, covid 19, coronavirus, physical distance, social distance"""
1573,article,healthline.com,https://www.healthline.com/health-news/is-covid-19-triggering-type-1-and-type-2-diabetes,Is COVID-19 Triggering Type 1 and Type 2 Diabetes?,"""Is COVID-19 Triggering Type 1 and Type 2 Diabetes?""",experts say people being diagnosed with diabetes while being treated for covid-19 may simply have had undiagnosed cases of the disease. getty images a letter in the new england journal of medicine suggests the possibility that covid-19 could be causing the onset of type 1 and type 2 diabetes in some people. however experts tell healthline that many of these people could have had prediabetes or undiagnosed cases of diabetes before entering the hospital. the experts recommend that medical p. ,experts say people being diagnosed with diabetes while being treated for covid-19 may simply have had undiagnosed cases of the disease .. ,,"""COVID19 coronavirus death rate people with diabetes, COVID19 coronavirus triggering diabetes in healthy people"""
1574,article,healthline.com,https://www.healthline.com/health-news/lenox-hill-doctor-discusses-netflix-series-and-life-in-new-york-city-emergency-room,Q&A: Lenox Hill Doctor Discusses Netflix Series and Life in a New York City Emergency Room,"""Lenox Hill Doctor Discusses Netflix Series, Life in New York City ER""",all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. the time before covid-19 can feel like a million years ago. watch netflixs new documentary series lenox hill and you re immediately transported to what we now know to be a simpler time 2018 and 2019 when the new coronavirus had nt yet besieged new. ,dr. mirtha macri talks about working in lenox hill hospital 's emergency room while pregnant and what it was like to be filmed for a netflix documentary. ,,"""lenox hill doctor netflix documentary, dr. mirtha macri lenox hill netflix documentary"""
1575,article,healthline.com,https://www.healthline.com/health-news/drug-resistant-bacteria-can-be-hidden-danger-for-people-with-covid-19,Drug-Resistant Bacteria Can Be Hidden Danger for People with COVID-19,"""Drug-Resistant Bacteria Hidden Danger for People with COVID-19""",experts are learning how covid-19 can lead to serious complications. getty images superinfections are a common complication in which a secondary bacterial infection occurs on top of the primary viral infection. people who have prolonged stays in the intensive care unit icu like those with covid-19 who can be hospitalized for weeks are prone to secondary infections. suggests that about 50 percent of people who ve died from covid-19 also had a secondary bacterial or fungal infection. all. ,nearly half of patients who ve died from covid-19 had a secondary bacterial infection. sometimes these secondary infections are resistant to antibiotics and antifungals making them difficult and potentially impossible to treat. ,,"""COVID-19, coronavirus, viral infections"""
1576,article,healthline.com,https://www.healthline.com/health-news/why-we-need-to-learn-to-live-with-covid-19,This Is Far from Over: Why We Need to Learn to Live with COVID-19,"""Why We Need to Learn to Live with COVID-19""",experts say with the recent rise in covid-19 cases and hospitalizations the united states wo nt see any easing of the pandemic in the months ahead. getty images experts say the united states is still in the first wave of the covid-19 pandemic with new cases and hospitalizations rising. they warn that a second wave could hit this fall when schools reopen and people begin spending more time indoors. they say people need to learn to live with the virus and should continue to wear masks kee. ,experts say with the recent rise in covid-19 cases and hospitalizations the united states wo n't see any easing of the pandemic in the months ahead .. ,,"""COVID19 coronavirus learn to live with it, COVID19 coronavirus will be with us a long time, COVID19 coronavirus lasting summer fall 2021"""
1577,article,healthline.com,https://www.healthline.com/health-news/lifelong-lung-damage-the-serious-covid-19-complication-that-can-hit-people-in-their-20s,Lifelong Lung Damage: The Serious COVID-19 Complication That Can Hit People in Their 20s,"""Lifelong Lung Damage: A Serious COVID-19 Complication""",even young people can have serious complications from covid-19. getty images severe cases of covid-19 can cause lasting damage to the lungs that may necessitate surgery or even organ transplants. while the majority of covid-19 deaths have occurred in people who are older fibrosis cases show that even young people who survive the disease can have lasting complications. a 20-year old covid-19 survivor in chicago had a lung transplant that was necessary to treat a condition now being called. ,severe cases of covid-19 can cause lasting damage to the lungs that may necessitate surgery or even organ transplants .. ,,"""COVID-19, coronavirus, viral infection, virus,"""
1578,article,healthline.com,https://www.healthline.com/health-news/does-your-blood-type-increase-your-risk-for-coronavirus,Does Your Blood Type Increase Your Risk for Coronavirus?,"""Does Your Blood Type Increase Your Risk for Coronavirus?""",in a recent study researchers concluded that people with type a blood have a higher risk of contracting the novel coronavirus that causes covid-19. in march a study from china concluded that people with type a blood may have a higher risk of contracting the new coronavirus than people with type o. the experts add that past research has shown some connection between blood type and illnesses such as the stomach flu as well as the risk of stroke and cognitive impairment. all data and sta. ,experts say past studies have shown a connection between blood types and certain conditions and illnesses but more research needs to be done on the possible link to covid-19 risk .. ,,"""blood type coronavirus COVID19 risk, type a blood coronavirus COVID19 risk, type o blood coronavirus COVID19 risk"""
1579,article,healthline.com,https://www.healthline.com/health-news/how-covid-19-disrupted-education-what-parents-can-do,How COVID-19 Disrupted Education and What Parents Can Do About It,"""How COVID-19 Disrupted Education and What Parents Can Do About It""",experts say parents should continue home education for children this summer along with plenty of free time for playing. getty images experts say covid-19 has significantly disrupted the education cycle for children. they recommend parents be as forthright as possible with children about the pandemic and its effects. they also advise parents to continue learning lessons for children this summer as well as plenty of free play. they say parents should be prepared for every scenario this f. ,experts say parents should continue home education for children this summer along with plenty of free time for playing .. ,,"""virtual learning children failing how parents can help, parents help children virtual education school work"""
1580,article,healthline.com,https://www.healthline.com/health-news/7-simple-ways-to-protect-yourself-from-covid-19-as-you-leave-lockdown,7 Simple Ways to Protect Yourself from COVID-19 as You Leave Lockdown,"""7 Simple Ways to Protect Yourself from COVID-19 as You Leave Lockdown""",maintaining several small hygiene habits can provide big protections from the novel coronavirus as you begin interacting with others in public places again. getty images despite states reopening covid-19 is still in circulation. disinfecting cell phones and other surfaces can help keep you safe. using disinfectants listed by the epa is the best way to ensure safe cleaning. all data and statistics are based on publicly available data at the time of publication. some information may be out. ,as many states begin reopening it 's important to remember the covid-19 pandemic is still spreading. however health professionals say there are several simple ways you can protect yourself when you begin heading into public places again. ,,"""covid 19, coronavirus, face mask, states reopening"""
1581,article,healthline.com,https://www.healthline.com/health-news/utah-woman-with-diabetes-asthma-and-ms-beat-covid-19,"How This Utah Woman with Diabetes, Asthma, and MS Beat COVID-19","""How This Utah Woman with Diabetes, Asthma, and MS Beat COVID-19""",kimberly ishoy has a number of underlying medical conditions but she was able to defeat covid-19 with determination support and her triathlon training. photo courtesy of kimberly ishoy all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. we ve been that covid-19 can be more dangerous for people with underl. ,kimberly ishoy has a number of underlying medical conditions but she was able to defeat covid-19 with determination support and her triathlon training .. ,,"""woman survives COVID19 coronavirus diabetes multiple sclerosis asthma ventilator"""
1582,article,healthline.com,https://www.healthline.com/health-news/cdc-gives-guidelines-for-travel-cookouts,"CDC Gives Guidelines for Travel, Cookouts","""CDC Gives Guidelines for Summer Travel, Cookouts""",there are simple steps to take for a safer cookout or summer travel. getty images the cdc has released new guidelines for people to stay safe this summer. some types of community events gatherings and activities pose greater risk of sars cov-2 transmission than others warns the cdc. the less time that people spend in close contact with each other the less likely they are to contract the virus or pass it to others especially if everyone wears a face mask. all data and statistics are b. ,the cdc emphasizes the importance of staying home when sick maintaining physical distancing wearing face masks and practicing good hand hygiene .. ,,"""covid-19, coronavirus, viral infection, summer"""
1583,article,healthline.com,https://www.healthline.com/health-news/home-monitoring-can-improve-health-ease-anxiety-for-covid-19-patient,"Home Monitoring Can Improve Health, Ease Anxiety for COVID-19 Patient","""Home Monitoring Can Improve Health and Ease Anxiety for COVID-19""",to support the thousands of people with covid-19 recovering at home a few hospitals have launched home monitoring programs. by closely monitoring covid-19 patients on a daily basis healthcare workers are able to intervene early if someone develops problematic oxygen levels or severe symptoms according to experts. additionally patients report feeling less anxiety with this program. all data and statistics are based on publicly available data at the time of publication. some informatio. ,a new report from northwestern medicine shows that a home monitoring system not only helps patients feel less frightened about their illness but it 's helped catch a number of patients whose symptoms have rapidly declined and required immediate transport to the emergency room .. ,,"""COVID-19, coronavirus, viral infection"""
1584,article,healthline.com,https://www.healthline.com/health-news/why-your-gym-dentist-or-hairdresser-may-ask-you-to-sign-a-covid-19-liability-waiver,"Why Your Gym, Dentist, or Hairdresser May Ask You to Sign a COVID-19 Liability Waiver","""Why Your Gym May Ask You to Sign a COVID-19 Liability Waiver""",cases are rising in 21 states after reopenings started. getty images many gyms yoga studios restaurants and other businesses are requiring customers to sign a waiver agreeing not to sue because of covid-19. waivers need to follow the normal requirements of contract law such as being clear and easily understood. we talked to experts about what you need to know about these waivers and what rights you have if you sign one. all data and statistics are based on publicly available data at th. ,gyms yoga studios hair salons and other businesses are using liability waivers to shield themselves from lawsuits should a customer later develop covid-19 or even die from it .. ,,"""covid-19, coronavirus, viral infection, liability waivers"""
1585,article,healthline.com,https://www.healthline.com/health-news/covid-19-reopening-consequences-cases-rising,The Consequences of Reopening Are Here: COVID-19 Cases on the Rise,"""The Consequences of Reopening Are Here: COVID-19 Cases on the Rise""",many states that reopened businesses in mid may are now seeing increases in covid-19 cases. experts say its more important than ever now to wear masks and maintain physical distancing. getty images experts say the predicted increase in covid-19 cases after businesses reopened is now underway. at least six states have reported record high numbers of new covid-19 cases. experts say states should keep a close eye out for flare ups such as the one reported at a church in oregon. they add t. ,many states that reopened businesses in mid may are now seeing increases in covid-19 cases. experts say it 's more important than ever now to wear masks and maintain physical distancing. ,,"""covid19 coronavirus cases rising increasing reopening consequences"""
1586,article,healthline.com,https://www.healthline.com/health-news/first-drug-found-to-help-covid-19-patients-according-to-study,Inexpensive Steroid May Help Treat Sickest COVID-19 Patients: What We Know,"""Inexpensive Steroid May Help Treat Sickest COVID-19 Patients:""","a common steroid may help patients with severe cases of covid-19. getty images a steroid commonly used to treat inflammation reduced deaths by about a third in covid-19 patients on ventilators and by a fifth in those who needed oxygen support according to researchers. the drug did nt have a beneficial effect on patients without severe respiratory issues according to the study which evaluated more than 6,000 people with covid-19. dexamethasone is widely available and inexpensive. all dat. ","researchers in the united kingdom say that dexamethasone a steroid commonly used to treat inflammation can drastically reduce death in patients who are severely sick with covid-19. in a study of more than 6,000 covid-19 patients it reduced deaths by a third in patients on ventilators and by a fifth in patients needing oxygen support. ",,"""covid-19, coronavirus, viral infection"""
1587,article,healthline.com,https://www.healthline.com/health-news/how-covid-19-affects-children-compared-to-adults,How COVID-19 Affects Children Compared to Adults,"""How COVID-19 Affects Children Compared to Adults""",a new study examined how covid-19 symptoms differ for children compared to adults. getty images research on covid-19 pediatric patients is still limited but a new study offers a fresh perspective on the early diagnosis and epidemic control of covid-19 in children and could enhance early intervention and diagnosis. children were more likely to have fever vomiting and diarrhea. however their symptoms were usually less severe and did nt last as long as adults with covid-19. all data and s. ,research on covid-19 pediatric patients is still limited but a new study offers a fresh perspective on the early diagnosis and epidemic control of covid-19 in children and could enhance early intervention and diagnosis .. ,,"""COVID-19, pediatric patients, novel coronavirus, viral infection"""
1588,article,healthline.com,https://www.healthline.com/health-news/how-to-reduce-your-covid-19-risk-during-your-daily-work-commute,How to Reduce Your COVID-19 Risk During Your Daily Work Commute,"""How to Reduce Your COVID-19 Risk During Your Daily Work Commute""",no matter which mode of transportation you choose to use for your daily work commute there are steps you can take to lower your covid-19 risk. getty images as businesses reopen during the covid-19 pandemic they must find new ways to operate that will keep their employees safe. in response the cdc has issued guidance for best practices when using transportation. they say solo commuting is the safest way to travel right now. they also offer advice for staying safe when you must use publ. ,from biking to riding public transportation here 's how to make your commute to work as safe as possible for you and others .. ,,"""covid 19, coronavirus, work commute, public transportation, commuting"""
1589,article,healthline.com,https://www.healthline.com/health-news/what-to-know-about-mutation-and-covid-19,COVID-19 Will Mutate — What That Means for a Vaccine,"""COVID-19 Will Mutate — What That Means for a Vaccine""",experts are learning how covid-19 could mutate. tayfun coskun anadolu agency via getty images every virus mutates its part of the virus life cycle. those shifts and changes are nt always a big deal. the new coronavirus is an rna virus a collection of genetic material packed inside a protein shell. rna viruses like the flu and measles are more prone to changes and mutations compared with dna viruses such as herpes smallpox and human papillomavirus hpv. as the new coronavirus sars-. ,the new coronavirus has already mutated a handful of times which has many people wondering whether the mutations could lead to a more severe deadlier disease. but the new mutations are extremely similar to the original virus and do nt seem to be any more aggressive. ,,"""covid-19, coronavirus, mutation, novel coronavirus, vaccine"""
1590,article,healthline.com,https://www.healthline.com/health-news/5-simple-tips-to-help-manage-social-anxiety-after-leaving-lockdown,5 Simple Tips to Help Manage Social Anxiety After Leaving Lockdown,"""5 Simple Tips to Help Manage Social Anxiety After Leaving Lockdown""",as states reopen you may find you feel anxious about socializing in public again. experts say these simple tips may help. getty images anxiety disorders are the most common mental illness in the united states affecting 40 million adults according to the anxiety and depression association of america. getting back into a social routine after isolating may bring about anxiety. socializing at your own pace and practicing self care can help ease social anxiety. all data and statistics are ba. ,as states reopen you may find you feel anxious about socializing in public again. experts say these simple tips may help. ,,"""covid 19, coronavirus, anxiety, depression anxiety disorder"""
1591,article,healthline.com,https://www.healthline.com/health-news/rising-covid-19-in-arizona-could-be-warning-sign-as-states-reopen,Rising COVID-19 in Arizona Could Be Warning Sign as States Reopen,"""Rising COVID-19 in Arizona Could Be Warning Sign as States Reopen""",visitors at the grand canyon in arizona. the state is currently seeing a surge in covid-19 cases. getty images arizona is seeing a surge in reported covid-19 cases right now. masks are recommended not required in arizona which health experts say is contributing to the recent spike. physical distancing is nt being strictly adhered to and arizona is home to a large retirement community and indigenous communities more at risk for covid-19. all data and statistics are based on publicly ava. ,arizona has emerged as one of the biggest covid-19 hot spots in the country with cases nearly two times greater than what was reported in the state around memorial day .. ,,"""arizona, covid-19, coronavirus, viral infection"""
1592,article,healthline.com,https://www.healthline.com/health-news/covid-19-hotels-airbnb-safety,Is a Hotel a Safe Place During COVID-19? Here’s What to Look For,"""Is a Hotel a Safe Place During COVID-19? Here's What to Look For""",experts recommend that travelers check in with a hotel before departure to make sure its following cdc guidelines on covid-19. getty images experts say hotels or airbnbs can be a safe place to stay if they re following cdc guidelines for covid-19. they urge travelers to check with the hotel or airbnb beforehand to determine what safety protocols they re following. experts urge travelers to avoid crowded areas like lobbies and avoid touching common surfaces like doorknobs. look to see wh. ,experts recommend that travelers check in with a hotel before departure to make sure its following cdc guidelines on covid-19 .. ,,"""covid19 coronavirus reopening safety staying in hotels, covid19 hotel safety"""
1593,article,healthline.com,https://www.healthline.com/health-news/why-1-in-4-parents-are-hesitant-to-have-their-children-vaccinated-against-the-flu,Why 1 in 4 Parents Are Hesitant to Have Their Children Vaccinated Against the Flu,"""1 in 4 Parents Hesitant to Have Children Vaccinated Against Flu""",researchers say 26 percent of parents expressed reluctance to have their children get flu shots while only 6 percent were hesitant about the vaccinations given to children during their first few years of life. getty images a new study reports that 1 in 4 parents are hesitant about getting their children vaccinated against seasonal influenza. only 6 percent of parents are hesitant about other routine childhood vaccinations. getting a flu shot is nt guaranteed to prevent a person from getti. ,researchers say 26 percent of parents expressed reluctance to have their children get flu shots while only 6 percent were hesitant about the vaccinations given to children during their first few years of life .. ,,"""parents hesitant children flu shots influenza vaccination, children flu vaccinations shots, parents COVID19 vaccine for children"""
